sales_detail_id,order_id,product_id,quantity,unit_price,discount,line_total
D0001467,O000595,P005,2,8500,10,15300
D0001468,O000596,P008,2,24500,0,49000
D0001469,O000596,P016,2,15500,0,31000
D0001470,O000596,P014,3,6500,0,19500
D0001471,O000596,P006,3,10500,0,31500
D0001472,O000597,P009,1,15000,0,15000
D0001473,O000597,P015,2,3000,5,5700
D0001474,O000598,P007,1,18000,0,18000
D0001475,O000598,P013,3,8500,0,25500
D0001476,O000598,P004,2,2500,0,5000
D0001477,O000598,P017,2,4500,5,8550
D0001478,O000599,P012,1,39500,0,39500
D0001479,O000599,P001,1,3500,0,3500
D0001480,O000599,P016,3,15500,0,46500
D0001481,O000599,P017,2,4500,0,9000
D0001482,O000600,P006,1,10500,0,10500
D0001483,O000600,P007,3,18000,5,51300
D0001484,O000601,P007,2,18000,0,36000
D0001485,O000601,P019,3,17000,10,45900
D0001486,O000601,P016,2,15500,10,27900
D0001487,O000602,P015,2,3000,10,5400
D0001488,O000602,P013,2,8500,10,15300
D0001489,O000603,P014,1,6500,0,6500
D0001490,O000604,P002,2,3500,5,6650
D0001491,O000604,P006,3,10500,10,28350
D0001492,O000605,P001,1,3500,0,3500
D0001493,O000606,P002,1,3500,5,3325
D0001494,O000607,P019,2,17000,10,30600
D0001495,O000607,P015,2,3000,0,6000
D0001496,O000607,P007,2,18000,5,34200
D0001497,O000608,P004,1,2500,10,2250
D0001498,O000609,P004,1,2500,0,2500
D0001499,O000610,P001,3,3500,10,9450
D0001500,O000610,P002,3,3500,0,10500
D0001501,O000610,P003,1,5500,5,5225
D0001502,O000611,P020,1,29500,10,26550
D0001503,O000611,P001,3,3500,5,9975
D0001504,O000611,P009,1,15000,0,15000
D0001505,O000611,P014,2,6500,5,12350
D0001506,O000612,P004,1,2500,0,2500
D0001507,O000613,P016,2,15500,0,31000
D0001508,O000614,P007,2,18000,10,32400
D0001509,O000614,P016,2,15500,0,31000
D0001510,O000614,P002,1,3500,0,3500
D0001511,O000615,P003,1,5500,0,5500
D0001512,O000615,P009,1,15000,10,13500
D0001513,O000615,P020,1,29500,5,28025
D0001514,O000616,P010,3,5500,10,14850
D0001515,O000616,P005,2,8500,0,17000
D0001516,O000616,P013,1,8500,0,8500
D0001517,O000616,P001,3,3500,5,9975
D0001518,O000617,P020,1,29500,5,28025
D0001519,O000617,P002,3,3500,0,10500
D0001520,O000618,P005,3,8500,10,22950
D0001521,O000618,P016,1,15500,5,14725
D0001522,O000618,P014,1,6500,5,6175
D0001523,O000618,P013,3,8500,0,25500
D0001524,O000619,P015,3,3000,10,8100
D0001525,O000619,P006,2,10500,5,19950
D0001526,O000620,P002,2,3500,5,6650
D0001527,O000621,P006,2,10500,0,21000
D0001528,O000621,P011,3,11500,0,34500
D0001529,O000621,P004,1,2500,0,2500
D0001530,O000622,P016,2,15500,0,31000
D0001531,O000622,P002,3,3500,0,10500
D0001532,O000623,P004,3,2500,0,7500
D0001533,O000623,P003,2,5500,5,10450
D0001534,O000624,P003,3,5500,0,16500
D0001535,O000625,P006,2,10500,0,21000
D0001536,O000625,P003,2,5500,10,9900
D0001537,O000625,P014,1,6500,0,6500
D0001538,O000626,P020,2,29500,0,59000
D0001539,O000626,P016,2,15500,10,27900
D0001540,O000627,P004,2,2500,0,5000
D0001541,O000627,P013,1,8500,5,8075
D0001542,O000628,P003,3,5500,10,14850
D0001543,O000629,P018,2,12000,0,24000
D0001544,O000629,P010,1,5500,5,5225
D0001545,O000630,P020,1,29500,0,29500
D0001546,O000631,P002,2,3500,10,6300
D0001547,O000632,P007,2,18000,0,36000
D0001548,O000632,P009,3,15000,5,42750
D0001549,O000632,P003,3,5500,0,16500
D0001550,O000633,P013,1,8500,0,8500
D0001551,O000633,P009,1,15000,10,13500
D0001552,O000633,P001,3,3500,0,10500
D0001553,O000634,P006,1,10500,0,10500
D0001554,O000634,P018,1,12000,10,10800
D0001555,O000634,P015,2,3000,0,6000
D0001556,O000634,P013,2,8500,10,15300
D0001557,O000635,P011,3,11500,5,32775
D0001558,O000635,P005,2,8500,0,17000
D0001559,O000635,P019,3,17000,10,45900
D0001560,O000635,P013,3,8500,5,24225
D0001561,O000636,P002,3,3500,0,10500
D0001562,O000636,P013,1,8500,0,8500
D0001563,O000637,P015,1,3000,5,2850
D0001564,O000637,P004,3,2500,5,7125
D0001565,O000638,P016,3,15500,5,44175
D0001566,O000638,P011,3,11500,5,32775
D0001567,O000638,P004,3,2500,10,6750
D0001568,O000639,P014,3,6500,5,18525
D0001569,O000639,P008,3,24500,0,73500
D0001570,O000640,P018,3,12000,0,36000
D0001571,O000641,P013,2,8500,5,16150
D0001572,O000642,P014,2,6500,5,12350
D0001573,O000642,P017,2,4500,0,9000
D0001574,O000642,P007,3,18000,5,51300
D0001575,O000643,P012,2,39500,0,79000
D0001576,O000644,P001,3,3500,10,9450
D0001577,O000645,P010,3,5500,0,16500
D0001578,O000645,P005,3,8500,5,24225
D0001579,O000645,P001,1,3500,5,3325
D0001580,O000645,P007,2,18000,0,36000
D0001581,O000646,P015,2,3000,0,6000
D0001582,O000646,P012,2,39500,0,79000
D0001583,O000647,P016,2,15500,5,29450
D0001584,O000647,P015,1,3000,0,3000
D0001585,O000648,P007,3,18000,10,48600
D0001586,O000648,P006,1,10500,0,10500
D0001587,O000648,P010,2,5500,5,10450
D0001588,O000648,P016,1,15500,10,13950
D0001589,O000649,P005,2,8500,5,16150
D0001590,O000649,P012,3,39500,10,106650
D0001591,O000649,P010,2,5500,0,11000
D0001592,O000649,P007,2,18000,10,32400
D0001593,O000650,P003,2,5500,0,11000
D0001594,O000650,P005,1,8500,5,8075
D0001595,O000650,P017,2,4500,0,9000
D0001596,O000650,P018,1,12000,10,10800
D0001597,O000651,P002,2,3500,0,7000
D0001598,O000651,P011,2,11500,10,20700
D0001599,O000651,P013,1,8500,5,8075
D0001600,O000651,P005,3,8500,5,24225
D0001601,O000652,P008,3,24500,10,66150
D0001602,O000652,P005,2,8500,5,16150
D0001603,O000652,P012,1,39500,5,37525
D0001604,O000652,P004,3,2500,0,7500
D0001605,O000653,P005,3,8500,10,22950
D0001606,O000654,P016,3,15500,10,41850
D0001607,O000654,P013,2,8500,0,17000
D0001608,O000654,P009,3,15000,0,45000
D0001609,O000654,P007,3,18000,5,51300
D0001610,O000655,P007,1,18000,0,18000
D0001611,O000656,P002,3,3500,5,9975
D0001612,O000656,P005,2,8500,0,17000
D0001613,O000656,P016,1,15500,5,14725
D0001614,O000657,P010,3,5500,10,14850
D0001615,O000657,P013,1,8500,0,8500
D0001616,O000657,P016,3,15500,5,44175
D0001617,O000658,P020,1,29500,0,29500
D0001618,O000659,P010,3,5500,5,15675
D0001619,O000659,P006,3,10500,5,29925
D0001620,O000659,P014,1,6500,0,6500
D0001621,O000660,P009,2,15000,10,27000
D0001622,O000660,P006,2,10500,0,21000
D0001623,O000661,P014,1,6500,0,6500
D0001624,O000662,P014,2,6500,0,13000
D0001625,O000663,P002,1,3500,5,3325
D0001626,O000663,P016,3,15500,0,46500
D0001627,O000663,P013,3,8500,10,22950
D0001628,O000664,P006,2,10500,0,21000
D0001629,O000664,P007,3,18000,0,54000
D0001630,O000664,P012,1,39500,0,39500
D0001631,O000664,P003,3,5500,10,14850
D0001632,O000665,P006,1,10500,5,9975
D0001633,O000665,P013,1,8500,0,8500
D0001634,O000665,P005,3,8500,0,25500
D0001635,O000666,P004,3,2500,5,7125
D0001636,O000666,P014,2,6500,10,11700
D0001637,O000667,P011,2,11500,10,20700
D0001638,O000667,P016,2,15500,10,27900
D0001639,O000667,P005,1,8500,5,8075
D0001640,O000668,P018,3,12000,0,36000
D0001641,O000668,P019,1,17000,5,16150
D0001642,O000669,P008,2,24500,5,46550
D0001643,O000670,P019,2,17000,10,30600
D0001644,O000670,P016,1,15500,0,15500
D0001645,O000670,P018,3,12000,0,36000
D0001646,O000670,P015,3,3000,0,9000
D0001647,O000671,P017,2,4500,5,8550
D0001648,O000672,P002,2,3500,10,6300
D0001649,O000672,P007,2,18000,0,36000
D0001650,O000672,P006,2,10500,0,21000
D0001651,O000673,P012,2,39500,0,79000
D0001652,O000673,P011,2,11500,0,23000
D0001653,O000673,P019,1,17000,0,17000
D0001654,O000674,P015,1,3000,10,2700
D0001655,O000674,P009,1,15000,10,13500
D0001656,O000675,P005,2,8500,5,16150
D0001657,O000675,P002,3,3500,5,9975
D0001658,O000675,P015,3,3000,0,9000
D0001659,O000676,P002,1,3500,0,3500
D0001660,O000676,P017,3,4500,0,13500
D0001661,O000677,P012,2,39500,0,79000
D0001662,O000677,P019,1,17000,10,15300
D0001663,O000677,P010,2,5500,5,10450
D0001664,O000678,P014,3,6500,10,17550
D0001665,O000678,P006,3,10500,0,31500
D0001666,O000678,P009,2,15000,5,28500
D0001667,O000678,P003,1,5500,0,5500
D0001668,O000679,P012,1,39500,5,37525
D0001669,O000679,P013,2,8500,5,16150
D0001670,O000680,P019,3,17000,0,51000
D0001671,O000680,P003,1,5500,5,5225
D0001672,O000680,P018,2,12000,10,21600
D0001673,O000680,P008,1,24500,0,24500
D0001674,O000681,P017,2,4500,0,9000
D0001675,O000681,P012,1,39500,0,39500
D0001676,O000681,P015,2,3000,0,6000
D0001677,O000682,P020,3,29500,10,79650
D0001678,O000683,P017,3,4500,5,12825
D0001679,O000683,P011,1,11500,0,11500
D0001680,O000683,P016,3,15500,10,41850
D0001681,O000684,P003,1,5500,10,4950
D0001682,O000685,P006,3,10500,0,31500
D0001683,O000686,P004,2,2500,0,5000
D0001684,O000686,P014,2,6500,0,13000
D0001685,O000686,P001,1,3500,10,3150
D0001686,O000687,P009,3,15000,10,40500
D0001687,O000687,P011,2,11500,10,20700
D0001688,O000687,P010,1,5500,0,5500
D0001689,O000687,P006,2,10500,0,21000
D0001690,O000688,P014,2,6500,10,11700
D0001691,O000688,P012,2,39500,10,71100
D0001692,O000689,P018,1,12000,0,12000
D0001693,O000690,P019,2,17000,10,30600
D0001694,O000691,P010,3,5500,10,14850
D0001695,O000691,P002,1,3500,0,3500
D0001696,O000691,P015,2,3000,5,5700
D0001697,O000691,P006,1,10500,0,10500
D0001698,O000692,P018,3,12000,0,36000
D0001699,O000692,P012,2,39500,5,75050
D0001700,O000692,P007,1,18000,5,17100
D0001701,O000693,P012,2,39500,5,75050
D0001702,O000693,P005,1,8500,5,8075
D0001703,O000694,P005,2,8500,10,15300
D0001704,O000694,P011,3,11500,0,34500
D0001705,O000695,P002,3,3500,0,10500
D0001706,O000695,P005,1,8500,5,8075
D0001707,O000695,P009,1,15000,0,15000
D0001708,O000695,P007,2,18000,10,32400
D0001709,O000696,P001,2,3500,0,7000
D0001710,O000696,P011,3,11500,5,32775
D0001711,O000696,P012,1,39500,0,39500
D0001712,O000697,P016,1,15500,5,14725
D0001713,O000697,P012,1,39500,0,39500
D0001714,O000697,P010,1,5500,10,4950
D0001715,O000698,P003,3,5500,5,15675
D0001716,O000699,P002,2,3500,0,7000
D0001717,O000699,P017,3,4500,10,12150
D0001718,O000699,P019,3,17000,0,51000
D0001719,O000700,P005,1,8500,0,8500
D0001720,O000700,P018,1,12000,5,11400
D0001721,O000700,P009,3,15000,0,45000
D0001722,O000700,P007,2,18000,0,36000
D0001723,O000701,P018,2,12000,10,21600
D0001724,O000701,P009,1,15000,0,15000
D0001725,O000701,P019,1,17000,10,15300
D0001726,O000701,P008,2,24500,5,46550
D0001727,O000702,P019,3,17000,0,51000
D0001728,O000702,P018,2,12000,5,22800
D0001729,O000702,P005,2,8500,5,16150
D0001730,O000703,P006,2,10500,5,19950
D0001731,O000704,P020,2,29500,5,56050
D0001732,O000705,P018,1,12000,0,12000
D0001733,O000705,P020,2,29500,0,59000
D0001734,O000705,P015,2,3000,10,5400
D0001735,O000705,P017,2,4500,0,9000
D0001736,O000706,P011,3,11500,0,34500
D0001737,O000706,P013,3,8500,5,24225
D0001738,O000706,P003,3,5500,0,16500
D0001739,O000706,P016,1,15500,0,15500
D0001740,O000707,P019,3,17000,0,51000
D0001741,O000707,P020,1,29500,5,28025
D0001742,O000707,P017,1,4500,0,4500
D0001743,O000708,P002,1,3500,10,3150
D0001744,O000708,P007,1,18000,0,18000
D0001745,O000708,P014,3,6500,10,17550
D0001746,O000709,P001,2,3500,5,6650
D0001747,O000710,P010,1,5500,10,4950
D0001748,O000710,P001,2,3500,10,6300
D0001749,O000710,P007,3,18000,5,51300
D0001750,O000710,P015,3,3000,0,9000
D0001751,O000711,P017,3,4500,0,13500
D0001752,O000711,P018,2,12000,0,24000
D0001753,O000711,P009,3,15000,0,45000
D0001754,O000711,P002,3,3500,10,9450
D0001755,O000712,P006,1,10500,10,9450
D0001756,O000712,P009,3,15000,5,42750
D0001757,O000712,P007,1,18000,0,18000
D0001758,O000713,P016,1,15500,5,14725
D0001759,O000713,P002,2,3500,5,6650
D0001760,O000714,P013,3,8500,5,24225
D0001761,O000714,P018,3,12000,5,34200
D0001762,O000714,P016,2,15500,5,29450
D0001763,O000715,P015,1,3000,10,2700
D0001764,O000716,P010,1,5500,5,5225
D0001765,O000716,P002,3,3500,10,9450
D0001766,O000716,P017,2,4500,0,9000
D0001767,O000717,P018,3,12000,0,36000
D0001768,O000717,P013,1,8500,5,8075
D0001769,O000717,P017,3,4500,10,12150
D0001770,O000718,P006,2,10500,0,21000
D0001771,O000719,P020,2,29500,10,53100
D0001772,O000719,P008,2,24500,10,44100
D0001773,O000720,P017,1,4500,0,4500
D0001774,O000721,P011,1,11500,5,10925
D0001775,O000722,P008,2,24500,10,44100
D0001776,O000723,P003,2,5500,5,10450
D0001777,O000723,P015,2,3000,5,5700
D0001778,O000723,P005,2,8500,0,17000
D0001779,O000723,P019,2,17000,5,32300
D0001780,O000724,P014,2,6500,0,13000
D0001781,O000724,P017,3,4500,5,12825
D0001782,O000725,P012,2,39500,10,71100
D0001783,O000725,P010,2,5500,0,11000
D0001784,O000725,P019,2,17000,0,34000
D0001785,O000725,P009,2,15000,0,30000
D0001786,O000726,P015,2,3000,5,5700
D0001787,O000726,P016,3,15500,5,44175
D0001788,O000726,P017,3,4500,0,13500
D0001789,O000726,P011,3,11500,10,31050
D0001790,O000727,P014,3,6500,0,19500
D0001791,O000727,P016,2,15500,0,31000
D0001792,O000727,P007,3,18000,0,54000
D0001793,O000728,P001,2,3500,5,6650
D0001794,O000728,P012,3,39500,0,118500
D0001795,O000728,P002,3,3500,10,9450
D0001796,O000728,P009,1,15000,10,13500
D0001797,O000729,P005,3,8500,0,25500
D0001798,O000729,P014,1,6500,5,6175
D0001799,O000729,P011,2,11500,0,23000
D0001800,O000729,P016,1,15500,5,14725
D0001801,O000730,P004,1,2500,5,2375
D0001802,O000730,P018,3,12000,0,36000
D0001803,O000730,P003,1,5500,10,4950
D0001804,O000730,P013,3,8500,0,25500
D0001805,O000731,P015,3,3000,0,9000
D0001806,O000732,P010,3,5500,10,14850
D0001807,O000733,P009,3,15000,5,42750
D0001808,O000733,P004,3,2500,10,6750
D0001809,O000734,P020,3,29500,5,84075
D0001810,O000734,P009,1,15000,10,13500
D0001811,O000734,P017,2,4500,5,8550
D0001812,O000735,P004,2,2500,5,4750
D0001813,O000736,P020,1,29500,0,29500
D0001814,O000736,P007,3,18000,5,51300
D0001815,O000737,P009,1,15000,0,15000
D0001816,O000737,P010,1,5500,0,5500
D0001817,O000737,P013,3,8500,10,22950
D0001818,O000737,P001,2,3500,10,6300
D0001819,O000738,P004,2,2500,10,4500
D0001820,O000738,P011,1,11500,5,10925
D0001821,O000738,P013,2,8500,5,16150
D0001822,O000739,P018,2,12000,10,21600
D0001823,O000739,P015,1,3000,0,3000
D0001824,O000739,P010,3,5500,0,16500
D0001825,O000739,P001,3,3500,5,9975
D0001826,O000740,P017,2,4500,10,8100
D0001827,O000740,P012,2,39500,5,75050
D0001828,O000741,P002,3,3500,0,10500
D0001829,O000741,P017,1,4500,5,4275
D0001830,O000742,P007,1,18000,0,18000
D0001831,O000742,P011,1,11500,10,10350
D0001832,O000743,P002,3,3500,5,9975
D0001833,O000743,P008,1,24500,0,24500
D0001834,O000744,P012,1,39500,0,39500
D0001835,O000745,P018,1,12000,5,11400
D0001836,O000745,P020,1,29500,0,29500
D0001837,O000745,P016,2,15500,5,29450
D0001838,O000745,P011,2,11500,0,23000
D0001839,O000746,P016,3,15500,0,46500
D0001840,O000746,P012,3,39500,0,118500
D0001841,O000746,P010,3,5500,10,14850
D0001842,O000746,P014,1,6500,5,6175
D0001843,O000747,P009,2,15000,5,28500
D0001844,O000747,P017,2,4500,5,8550
D0001845,O000747,P007,3,18000,5,51300
D0001846,O000748,P007,2,18000,0,36000
D0001847,O000748,P011,1,11500,10,10350
D0001848,O000748,P014,1,6500,5,6175
D0001849,O000748,P001,2,3500,5,6650
D0001850,O000749,P005,3,8500,5,24225
D0001851,O000749,P009,2,15000,0,30000
D0001852,O000749,P008,1,24500,0,24500
D0001853,O000749,P010,3,5500,10,14850
D0001854,O000750,P019,1,17000,10,15300
D0001855,O000751,P004,2,2500,10,4500
D0001856,O000751,P003,2,5500,0,11000
D0001857,O000751,P010,2,5500,10,9900
D0001858,O000752,P020,3,29500,5,84075
D0001859,O000752,P010,1,5500,10,4950
D0001860,O000752,P019,1,17000,0,17000
D0001861,O000753,P019,2,17000,5,32300
D0001862,O000753,P017,3,4500,0,13500
D0001863,O000753,P014,1,6500,10,5850
D0001864,O000753,P013,3,8500,10,22950
D0001865,O000754,P006,1,10500,5,9975
D0001866,O000754,P014,1,6500,0,6500
D0001867,O000754,P019,3,17000,0,51000
D0001868,O000755,P020,3,29500,0,88500
D0001869,O000755,P003,2,5500,10,9900
D0001870,O000756,P012,3,39500,0,118500
D0001871,O000756,P014,2,6500,0,13000
D0001872,O000757,P018,1,12000,5,11400
D0001873,O000758,P019,1,17000,5,16150
D0001874,O000758,P012,1,39500,0,39500
D0001875,O000758,P006,2,10500,0,21000
D0001876,O000758,P002,1,3500,0,3500
D0001877,O000759,P020,1,29500,0,29500
D0001878,O000760,P015,2,3000,10,5400
D0001879,O000760,P020,2,29500,10,53100
D0001880,O000761,P016,3,15500,0,46500
D0001881,O000762,P005,3,8500,10,22950
D0001882,O000762,P018,1,12000,0,12000
D0001883,O000762,P013,3,8500,0,25500
D0001884,O000762,P012,3,39500,5,112575
D0001885,O000763,P020,2,29500,0,59000
D0001886,O000763,P002,3,3500,0,10500
D0001887,O000763,P004,1,2500,0,2500
D0001888,O000764,P010,2,5500,5,10450
D0001889,O000764,P007,2,18000,5,34200
D0001890,O000764,P001,2,3500,5,6650
D0001891,O000764,P008,1,24500,10,22050
D0001892,O000765,P012,3,39500,0,118500
D0001893,O000765,P001,1,3500,0,3500
D0001894,O000766,P001,3,3500,5,9975
D0001895,O000766,P003,2,5500,5,10450
D0001896,O000766,P002,2,3500,10,6300
D0001897,O000767,P005,3,8500,0,25500
D0001898,O000767,P015,2,3000,5,5700
D0001899,O000767,P017,1,4500,5,4275
D0001900,O000767,P009,2,15000,0,30000
D0001901,O000768,P019,3,17000,0,51000
D0001902,O000768,P020,2,29500,0,59000
D0001903,O000768,P006,3,10500,0,31500
D0001904,O000769,P004,1,2500,5,2375
D0001905,O000770,P001,3,3500,10,9450
D0001906,O000770,P014,3,6500,5,18525
D0001907,O000770,P004,1,2500,0,2500
D0001908,O000770,P005,1,8500,10,7650
D0001909,O000771,P017,3,4500,10,12150
D0001910,O000771,P019,3,17000,0,51000
D0001911,O000771,P012,3,39500,0,118500
D0001912,O000772,P003,1,5500,10,4950
D0001913,O000772,P004,2,2500,5,4750
D0001914,O000773,P001,2,3500,5,6650
D0001915,O000773,P004,2,2500,0,5000
D0001916,O000773,P016,1,15500,0,15500
D0001917,O000774,P011,1,11500,5,10925
D0001918,O000774,P017,3,4500,10,12150
D0001919,O000774,P012,1,39500,0,39500
D0001920,O000775,P020,3,29500,0,88500
D0001921,O000776,P010,2,5500,10,9900
D0001922,O000776,P017,1,4500,10,4050
D0001923,O000776,P009,3,15000,5,42750
D0001924,O000776,P014,1,6500,0,6500
D0001925,O000777,P009,3,15000,0,45000
D0001926,O000777,P008,3,24500,10,66150
D0001927,O000778,P014,3,6500,0,19500
D0001928,O000778,P008,1,24500,0,24500
D0001929,O000778,P020,2,29500,0,59000
D0001930,O000779,P011,3,11500,0,34500
D0001931,O000779,P012,1,39500,5,37525
D0001932,O000780,P015,1,3000,0,3000
D0001933,O000781,P010,1,5500,0,5500
D0001934,O000781,P019,2,17000,0,34000
D0001935,O000781,P001,1,3500,0,3500
D0001936,O000781,P007,2,18000,0,36000
D0001937,O000782,P020,2,29500,0,59000
D0001938,O000782,P004,2,2500,10,4500
D0001939,O000782,P006,3,10500,0,31500
D0001940,O000783,P005,3,8500,5,24225
D0001941,O000783,P011,2,11500,0,23000
D0001942,O000784,P003,2,5500,10,9900
D0001943,O000784,P007,2,18000,0,36000
D0001944,O000784,P015,2,3000,0,6000
D0001945,O000784,P018,1,12000,5,11400
D0001946,O000785,P018,1,12000,0,12000
D0001947,O000785,P009,2,15000,5,28500
D0001948,O000786,P001,3,3500,0,10500
D0001949,O000786,P005,2,8500,10,15300
D0001950,O000786,P009,1,15000,10,13500
D0001951,O000786,P020,1,29500,0,29500
D0001952,O000787,P001,1,3500,10,3150
D0001953,O000787,P020,3,29500,0,88500
D0001954,O000788,P014,3,6500,0,19500
D0001955,O000788,P012,3,39500,0,118500
D0001956,O000788,P007,1,18000,10,16200
D0001957,O000788,P003,3,5500,10,14850
D0001958,O000789,P009,1,15000,10,13500
D0001959,O000790,P014,1,6500,0,6500
D0001960,O000790,P017,1,4500,5,4275
D0001961,O000791,P004,2,2500,10,4500
D0001962,O000791,P018,1,12000,0,12000
D0001963,O000792,P019,2,17000,10,30600
D0001964,O000792,P001,2,3500,10,6300
D0001965,O000793,P009,3,15000,0,45000
D0001966,O000793,P015,3,3000,0,9000
D0001967,O000793,P019,3,17000,10,45900
D0001968,O000793,P005,3,8500,0,25500
D0001969,O000794,P007,3,18000,5,51300
D0001970,O000795,P020,1,29500,0,29500
D0001971,O000795,P010,2,5500,0,11000
D0001972,O000795,P006,2,10500,5,19950
D0001973,O000796,P002,3,3500,0,10500
D0001974,O000796,P010,3,5500,10,14850
D0001975,O000796,P005,3,8500,10,22950
D0001976,O000797,P004,2,2500,0,5000
D0001977,O000797,P015,3,3000,5,8550
D0001978,O000797,P003,2,5500,10,9900
D0001979,O000798,P011,3,11500,10,31050
D0001980,O000798,P015,2,3000,0,6000
D0001981,O000799,P003,3,5500,0,16500
D0001982,O000799,P016,2,15500,0,31000
D0001983,O000799,P008,2,24500,10,44100
D0001984,O000800,P017,2,4500,5,8550
D0001985,O000800,P014,1,6500,0,6500
D0001986,O000800,P013,3,8500,0,25500
D0001987,O000800,P019,1,17000,0,17000
D0001988,O000801,P002,3,3500,10,9450
D0001989,O000802,P011,3,11500,0,34500
D0001990,O000802,P003,3,5500,5,15675
D0001991,O000802,P016,2,15500,5,29450
D0001992,O000803,P006,2,10500,0,21000
D0001993,O000803,P017,3,4500,5,12825
D0001994,O000803,P005,2,8500,0,17000
D0001995,O000803,P010,2,5500,0,11000
D0001996,O000804,P003,1,5500,5,5225
D0001997,O000805,P004,2,2500,10,4500
D0001998,O000806,P020,1,29500,5,28025
D0001999,O000806,P012,2,39500,0,79000
D0002000,O000806,P010,1,5500,5,5225
D0002001,O000807,P006,1,10500,0,10500
D0002002,O000808,P016,1,15500,0,15500
D0002003,O000809,P011,3,11500,10,31050
D0002004,O000810,P010,1,5500,0,5500
D0002005,O000810,P003,1,5500,10,4950
D0002006,O000811,P006,2,10500,0,21000
D0002007,O000812,P017,1,4500,0,4500
D0002008,O000812,P018,3,12000,0,36000
D0002009,O000812,P020,3,29500,0,88500
D0002010,O000812,P001,1,3500,10,3150
D0002011,O000813,P016,2,15500,5,29450
D0002012,O000813,P003,1,5500,0,5500
D0002013,O000813,P002,3,3500,5,9975
D0002014,O000813,P017,3,4500,10,12150
D0002015,O000814,P016,2,15500,0,31000
D0002016,O000814,P011,2,11500,0,23000
D0002017,O000814,P015,1,3000,0,3000
D0002018,O000815,P016,3,15500,0,46500
D0002019,O000815,P003,3,5500,0,16500
D0002020,O000815,P017,2,4500,0,9000
D0002021,O000815,P006,2,10500,0,21000
D0002022,O000816,P004,1,2500,10,2250
D0002023,O000816,P012,3,39500,0,118500
D0002024,O000816,P016,1,15500,0,15500
D0002025,O000817,P006,2,10500,10,18900
D0002026,O000817,P007,2,18000,0,36000
D0002027,O000818,P001,2,3500,5,6650
D0002028,O000818,P003,3,5500,5,15675
D0002029,O000818,P011,1,11500,0,11500
D0002030,O000818,P006,3,10500,10,28350
D0002031,O000819,P006,3,10500,0,31500
D0002032,O000820,P013,2,8500,10,15300
D0002033,O000820,P011,1,11500,0,11500
D0002034,O000820,P020,3,29500,10,79650
D0002035,O000821,P010,1,5500,5,5225
D0002036,O000821,P013,3,8500,0,25500
D0002037,O000821,P001,1,3500,5,3325
D0002038,O000822,P004,2,2500,0,5000
D0002039,O000823,P009,3,15000,10,40500
D0002040,O000823,P015,1,3000,10,2700
D0002041,O000823,P013,1,8500,10,7650
D0002042,O000823,P018,3,12000,0,36000
D0002043,O000824,P013,2,8500,5,16150
D0002044,O000824,P016,1,15500,0,15500
D0002045,O000825,P001,1,3500,10,3150
D0002046,O000825,P010,2,5500,5,10450
D0002047,O000826,P018,2,12000,5,22800
D0002048,O000826,P014,2,6500,5,12350
D0002049,O000827,P018,1,12000,0,12000
D0002050,O000827,P013,1,8500,0,8500
D0002051,O000827,P006,3,10500,0,31500
D0002052,O000827,P014,2,6500,5,12350
D0002053,O000828,P013,2,8500,0,17000
D0002054,O000828,P007,1,18000,5,17100
D0002055,O000829,P013,1,8500,5,8075
D0002056,O000829,P016,1,15500,5,14725
D0002057,O000829,P003,2,5500,10,9900
D0002058,O000829,P001,3,3500,0,10500
D0002059,O000830,P020,3,29500,10,79650
D0002060,O000830,P014,2,6500,0,13000
D0002061,O000831,P001,2,3500,5,6650
D0002062,O000831,P003,3,5500,10,14850
D0002063,O000831,P018,2,12000,5,22800
D0002064,O000831,P019,3,17000,10,45900
D0002065,O000832,P013,3,8500,0,25500
D0002066,O000833,P011,2,11500,0,23000
D0002067,O000833,P006,2,10500,0,21000
D0002068,O000833,P020,1,29500,5,28025
D0002069,O000833,P009,1,15000,5,14250
D0002070,O000834,P005,2,8500,0,17000
D0002071,O000834,P016,3,15500,10,41850
D0002072,O000834,P017,1,4500,0,4500
D0002073,O000835,P005,1,8500,5,8075
D0002074,O000835,P009,3,15000,0,45000
D0002075,O000836,P016,3,15500,10,41850
D0002076,O000836,P015,2,3000,0,6000
D0002077,O000836,P014,2,6500,0,13000
D0002078,O000837,P015,2,3000,0,6000
D0002079,O000837,P005,3,8500,5,24225
D0002080,O000837,P006,2,10500,5,19950
D0002081,O000838,P010,3,5500,10,14850
D0002082,O000838,P012,1,39500,5,37525
D0002083,O000838,P020,3,29500,5,84075
D0002084,O000838,P016,2,15500,0,31000
D0002085,O000839,P014,3,6500,10,17550
D0002086,O000839,P010,1,5500,0,5500
D0002087,O000839,P020,1,29500,0,29500
D0002088,O000840,P004,3,2500,10,6750
D0002089,O000840,P015,3,3000,10,8100
D0002090,O000840,P007,2,18000,5,34200
D0002091,O000841,P001,2,3500,10,6300
D0002092,O000841,P006,2,10500,0,21000
D0002093,O000841,P016,1,15500,10,13950
D0002094,O000842,P001,1,3500,0,3500
D0002095,O000842,P012,2,39500,0,79000
D0002096,O000842,P016,3,15500,10,41850
D0002097,O000842,P009,2,15000,0,30000
D0002098,O000843,P002,3,3500,5,9975
D0002099,O000843,P003,2,5500,0,11000
D0002100,O000843,P007,2,18000,0,36000
