order_id,order_date,customer_id,geography_id,payment_method,total_amount
O000531,2025-02-20,C0029,G008,QRIS,3500
O000532,2025-05-19,C0024,G006,QRIS,6300
O000533,2025-05-17,C0016,G010,Cash,167275
O000534,2025-09-15,C0079,G001,E-Wallet,22050
O000535,2025-02-01,C0063,G008,Cash,108900
O000536,2025-06-27,C0035,G001,Transfer,6650
O000537,2025-09-20,C0025,G010,Transfer,8550
O000538,2025-08-17,C0034,G010,QRIS,81325
O000539,2025-10-24,C0078,G001,QRIS,68000
O000540,2025-07-20,C0091,G003,Transfer,74525
O000541,2025-09-19,C0051,G010,Cash,105500
O000542,2025-09-08,C0087,G007,Cash,62100
O000543,2025-05-19,C0093,G001,E-Wallet,165250
O000544,2025-11-12,C0079,G001,Cash,64000
O000545,2025-09-13,C0060,G002,QRIS,75500
O000546,2025-08-24,C0014,G010,Transfer,88475
O000547,2025-03-19,C0047,G007,QRIS,84275
O000548,2025-01-14,C0071,G009,Cash,15675
O000549,2025-01-05,C0095,G006,QRIS,51150
O000550,2025-04-21,C0003,G002,QRIS,65700
O000551,2025-01-30,C0057,G007,E-Wallet,34000
O000552,2025-10-01,C0064,G002,Cash,63000
O000553,2025-02-18,C0065,G006,Cash,18700
O000554,2025-03-06,C0043,G001,Transfer,140500
O000555,2025-07-17,C0084,G001,Cash,9000
O000556,2025-01-04,C0014,G006,QRIS,102750
O000557,2025-06-15,C0012,G007,Cash,56000
O000558,2025-09-11,C0045,G003,E-Wallet,102000
O000559,2025-08-11,C0022,G002,Transfer,27650
O000560,2025-12-13,C0027,G007,E-Wallet,90750
O000561,2025-06-07,C0035,G002,Transfer,117075
O000562,2025-08-04,C0047,G010,Cash,8075
O000563,2025-05-31,C0053,G008,Transfer,10500
O000564,2025-12-16,C0002,G009,Transfer,126000
O000565,2025-11-24,C0100,G006,Cash,109800
O000566,2025-04-02,C0092,G008,Transfer,67475
O000567,2025-03-27,C0067,G009,Cash,136200
O000568,2025-07-16,C0046,G010,Cash,22050
O000569,2025-11-24,C0019,G008,Transfer,16325
O000570,2025-04-26,C0090,G008,Cash,72675
O000571,2025-02-20,C0070,G002,Transfer,49500
O000572,2025-04-25,C0097,G007,E-Wallet,12150
O000573,2025-09-05,C0069,G005,Cash,61000
O000574,2025-04-12,C0004,G008,QRIS,3000
O000575,2025-04-26,C0054,G010,QRIS,12150
O000576,2025-02-19,C0074,G009,E-Wallet,91725
O000577,2025-12-22,C0027,G005,Transfer,45000
O000578,2025-12-07,C0011,G010,Transfer,63450
O000579,2025-09-24,C0099,G001,QRIS,98500
O000580,2025-05-14,C0037,G008,E-Wallet,77550
O000581,2025-10-08,C0078,G007,Transfer,91500
O000582,2025-02-01,C0090,G002,E-Wallet,5000
O000583,2025-08-31,C0058,G005,E-Wallet,31500
O000584,2025-01-24,C0067,G010,QRIS,83700
O000585,2025-10-08,C0023,G006,Cash,30600
O000586,2025-05-16,C0099,G002,QRIS,26700
O000587,2025-07-25,C0058,G002,E-Wallet,56450
O000588,2025-10-17,C0017,G004,E-Wallet,81300
O000589,2025-01-23,C0012,G007,QRIS,86575
O000590,2025-06-13,C0039,G002,QRIS,16450
O000591,2025-05-14,C0098,G008,Transfer,27075
O000592,2025-10-04,C0085,G006,Cash,33700
O000593,2025-04-16,C0072,G004,Cash,66475
O000594,2025-10-21,C0040,G006,Transfer,114500
O000595,2025-12-01,C0088,G007,E-Wallet,97400
O000596,2025-07-23,C0075,G010,Cash,131000
O000597,2025-08-16,C0072,G008,E-Wallet,20700
O000598,2025-10-04,C0006,G008,Cash,57050
O000599,2025-10-12,C0026,G010,Transfer,98500
O000600,2025-07-07,C0020,G007,E-Wallet,61800
O000601,2025-10-05,C0075,G002,Cash,109800
O000602,2025-08-25,C0048,G002,Cash,20700
O000603,2025-03-17,C0052,G001,Transfer,6500
O000604,2025-12-11,C0034,G001,Cash,35000
O000605,2025-02-09,C0045,G008,E-Wallet,3500
O000606,2025-04-28,C0052,G008,QRIS,3325
O000607,2025-05-26,C0087,G009,Cash,70800
O000608,2025-08-06,C0047,G006,Cash,2250
O000609,2025-05-25,C0066,G010,QRIS,2500
O000610,2025-02-10,C0067,G002,E-Wallet,25175
O000611,2025-10-25,C0001,G009,Transfer,63875
O000612,2025-11-24,C0017,G003,E-Wallet,2500
O000613,2025-05-24,C0035,G007,Cash,31000
O000614,2025-03-03,C0035,G010,Cash,66900
O000615,2025-01-21,C0060,G007,QRIS,47025
O000616,2025-12-25,C0010,G005,Cash,50325
O000617,2025-12-07,C0081,G008,QRIS,38525
O000618,2025-04-03,C0042,G008,QRIS,69350
O000619,2025-11-07,C0001,G010,QRIS,28050
O000620,2025-01-02,C0059,G003,QRIS,6650
O000621,2025-01-04,C0026,G004,Cash,58000
O000622,2025-08-11,C0079,G004,E-Wallet,41500
O000623,2025-01-07,C0015,G010,Transfer,17950
O000624,2025-04-26,C0073,G001,QRIS,16500
O000625,2025-02-15,C0005,G010,E-Wallet,37400
O000626,2025-09-16,C0073,G008,E-Wallet,86900
O000627,2025-04-15,C0078,G006,Transfer,13075
O000628,2025-07-24,C0059,G006,E-Wallet,14850
O000629,2025-03-15,C0065,G010,E-Wallet,29225
O000630,2025-07-17,C0024,G001,QRIS,29500
O000631,2025-03-07,C0066,G005,E-Wallet,6300
O000632,2025-01-03,C0091,G007,Cash,95250
O000633,2025-08-30,C0094,G007,Cash,32500
O000634,2025-12-13,C0007,G009,E-Wallet,42600
O000635,2025-05-27,C0050,G001,Transfer,119900
O000636,2025-01-14,C0016,G007,Transfer,19000
O000637,2025-10-13,C0053,G008,E-Wallet,9975
O000638,2025-06-29,C0083,G006,Transfer,83700
O000639,2025-05-16,C0085,G005,QRIS,92025
O000640,2025-09-20,C0067,G005,Transfer,36000
O000641,2025-11-03,C0030,G003,E-Wallet,16150
O000642,2025-08-18,C0092,G005,E-Wallet,72650
O000643,2025-04-15,C0003,G010,QRIS,79000
O000644,2025-04-22,C0067,G003,QRIS,9450
O000645,2025-07-21,C0059,G004,Cash,80050
O000646,2025-08-01,C0021,G002,QRIS,85000
O000647,2025-12-12,C0073,G002,Transfer,32450
O000648,2025-01-06,C0100,G008,QRIS,83500
O000649,2025-09-05,C0005,G009,E-Wallet,166200
O000650,2025-10-05,C0055,G001,E-Wallet,38875
O000651,2025-12-12,C0012,G003,E-Wallet,60000
O000652,2025-05-11,C0034,G002,E-Wallet,127325
O000653,2025-07-25,C0077,G004,Transfer,22950
O000654,2025-05-03,C0043,G007,Cash,155150
O000655,2025-12-09,C0062,G010,Transfer,18000
O000656,2025-03-25,C0055,G004,Transfer,41700
O000657,2025-06-29,C0091,G010,Transfer,67525
O000658,2025-02-27,C0059,G006,E-Wallet,29500
O000659,2025-06-04,C0078,G004,QRIS,52100
O000660,2025-05-13,C0035,G002,QRIS,48000
O000661,2025-11-02,C0030,G002,E-Wallet,6500
O000662,2025-02-25,C0089,G001,E-Wallet,13000
O000663,2025-11-08,C0089,G005,QRIS,72775
O000664,2025-02-24,C0003,G006,QRIS,129350
O000665,2025-07-22,C0097,G006,E-Wallet,43975
O000666,2025-11-15,C0044,G002,E-Wallet,18825
O000667,2025-08-03,C0057,G001,QRIS,56675
O000668,2025-03-22,C0049,G007,E-Wallet,52150
O000669,2025-06-15,C0020,G004,E-Wallet,46550
O000670,2025-02-14,C0072,G004,Cash,91100
O000671,2025-01-15,C0033,G001,QRIS,8550
O000672,2025-05-25,C0008,G001,E-Wallet,63300
O000673,2025-07-05,C0100,G004,Cash,119000
O000674,2025-11-18,C0082,G003,E-Wallet,16200
O000675,2025-04-02,C0020,G001,Cash,35125
O000676,2025-09-26,C0032,G003,Transfer,17000
O000677,2025-08-08,C0090,G010,Cash,104750
O000678,2025-07-10,C0049,G008,QRIS,83050
O000679,2025-12-13,C0050,G006,Transfer,53675
O000680,2025-09-15,C0095,G009,Cash,102325
O000681,2025-01-21,C0062,G001,E-Wallet,54500
O000682,2025-08-25,C0067,G006,QRIS,79650
O000683,2025-08-10,C0010,G004,QRIS,66175
O000684,2025-10-28,C0075,G007,Cash,4950
O000685,2025-10-17,C0028,G006,Cash,31500
O000686,2025-08-02,C0095,G010,QRIS,21150
O000687,2025-06-29,C0077,G002,QRIS,87700
O000688,2025-12-07,C0073,G002,Cash,82800
O000689,2025-12-12,C0044,G005,QRIS,12000
O000690,2025-05-07,C0037,G009,Cash,30600
O000691,2025-06-28,C0093,G004,E-Wallet,34550
O000692,2025-09-02,C0089,G003,QRIS,128150
O000693,2025-12-09,C0047,G005,Transfer,83125
O000694,2025-01-09,C0034,G007,E-Wallet,49800
O000695,2025-07-18,C0058,G006,QRIS,65975
O000696,2025-02-19,C0036,G006,QRIS,79275
O000697,2025-06-17,C0034,G002,Transfer,59175
O000698,2025-06-22,C0046,G002,Transfer,15675
O000699,2025-09-16,C0052,G001,Transfer,70150
O000700,2025-01-11,C0071,G009,E-Wallet,100900
O000701,2025-09-24,C0093,G004,Transfer,98450
O000702,2025-08-26,C0088,G002,Cash,89950
O000703,2025-02-11,C0037,G005,E-Wallet,19950
O000704,2025-12-22,C0041,G010,Cash,56050
O000705,2025-01-22,C0013,G005,E-Wallet,85400
O000706,2025-09-30,C0094,G002,Cash,90725
O000707,2025-01-06,C0005,G004,Cash,83525
O000708,2025-08-18,C0076,G004,E-Wallet,38700
O000709,2025-11-05,C0078,G006,Cash,6650
O000710,2025-05-09,C0099,G003,Cash,71550
O000711,2025-07-08,C0069,G004,QRIS,91950
O000712,2025-02-06,C0050,G001,Cash,70200
O000713,2025-07-09,C0079,G009,Transfer,21375
O000714,2025-06-06,C0067,G005,QRIS,87875
O000715,2025-04-19,C0095,G002,QRIS,2700
O000716,2025-04-03,C0047,G006,QRIS,23675
O000717,2025-12-09,C0091,G010,Cash,56225
O000718,2025-05-24,C0019,G001,Cash,21000
O000719,2025-10-03,C0080,G007,Transfer,97200
O000720,2025-06-20,C0024,G005,E-Wallet,4500
O000721,2025-05-20,C0092,G006,Transfer,10925
O000722,2025-10-30,C0066,G003,QRIS,44100
O000723,2025-01-02,C0025,G010,Transfer,65450
O000724,2025-07-10,C0081,G001,Cash,25825
O000725,2025-04-18,C0065,G008,Cash,146100
O000726,2025-01-13,C0038,G003,E-Wallet,94425
O000727,2025-11-08,C0097,G009,Cash,104500
O000728,2025-04-27,C0052,G003,QRIS,148100
O000729,2025-04-19,C0009,G006,Cash,69400
O000730,2025-08-13,C0011,G010,Transfer,68825
O000731,2025-02-16,C0021,G006,QRIS,9000
O000732,2025-11-09,C0004,G007,Cash,14850
O000733,2025-06-13,C0071,G007,Cash,49500
O000734,2025-05-23,C0024,G007,E-Wallet,106125
O000735,2025-02-06,C0079,G005,E-Wallet,4750
O000736,2025-06-27,C0099,G008,Transfer,80800
O000737,2025-03-08,C0051,G006,QRIS,49750
O000738,2025-01-06,C0015,G002,E-Wallet,31575
O000739,2025-02-14,C0084,G002,Cash,51075
O000740,2025-08-31,C0016,G004,Cash,83150
O000741,2025-02-28,C0003,G007,Cash,14775
O000742,2025-11-13,C0062,G009,E-Wallet,28350
O000743,2025-12-30,C0060,G002,Transfer,34475
O000744,2025-11-07,C0076,G008,Cash,39500
O000745,2025-05-12,C0056,G002,Cash,93350
O000746,2025-08-26,C0051,G003,Cash,186025
O000747,2025-08-21,C0081,G006,Transfer,88350
O000748,2025-10-18,C0005,G004,Transfer,59175
O000749,2025-03-09,C0069,G007,Cash,93575
O000750,2025-11-25,C0079,G004,E-Wallet,15300
O000751,2025-02-14,C0061,G007,QRIS,25400
O000752,2025-12-16,C0083,G007,QRIS,106025
O000753,2025-04-09,C0074,G006,E-Wallet,74600
O000754,2025-09-14,C0065,G001,Transfer,67475
O000755,2025-10-25,C0015,G002,Cash,98400
O000756,2025-02-22,C0093,G002,E-Wallet,131500
O000757,2025-08-26,C0082,G007,Cash,11400
O000758,2025-12-20,C0075,G009,Cash,80150
O000759,2025-09-19,C0061,G002,QRIS,29500
O000760,2025-07-16,C0049,G009,QRIS,58500
O000761,2025-01-17,C0096,G005,Cash,46500
O000762,2025-07-29,C0072,G001,E-Wallet,173025
O000763,2025-07-24,C0021,G002,Cash,72000
O000764,2025-01-07,C0042,G009,Transfer,73350
O000765,2025-08-09,C0098,G005,Cash,122000
O000766,2025-03-30,C0066,G004,Transfer,26725
O000767,2025-02-21,C0075,G001,QRIS,65475
O000768,2025-08-12,C0025,G008,Cash,141500
O000769,2025-02-11,C0088,G005,Transfer,2375
O000770,2025-07-21,C0098,G003,QRIS,38125
O000771,2025-12-10,C0075,G008,Transfer,181650
O000772,2025-08-09,C0037,G004,Cash,9700
O000773,2025-08-04,C0050,G002,Transfer,27150
O000774,2025-03-19,C0019,G008,Transfer,62575
O000775,2025-09-30,C0096,G008,E-Wallet,88500
O000776,2025-03-09,C0023,G005,Cash,63200
O000777,2025-11-04,C0088,G008,QRIS,111150
O000778,2025-01-23,C0063,G010,Cash,103000
O000779,2025-04-25,C0047,G008,E-Wallet,72025
O000780,2025-06-03,C0038,G004,Cash,3000
O000781,2025-01-10,C0027,G010,Transfer,79000
O000782,2025-01-21,C0026,G005,Transfer,95000
O000783,2025-03-18,C0100,G007,Transfer,47225
O000784,2025-05-23,C0065,G009,Transfer,63300
O000785,2025-08-07,C0024,G008,Cash,40500
O000786,2025-04-01,C0008,G009,QRIS,68800
O000787,2025-02-27,C0060,G001,E-Wallet,91650
O000788,2025-07-24,C0099,G007,QRIS,169050
O000789,2025-12-30,C0076,G002,QRIS,13500
O000790,2025-05-08,C0010,G001,Transfer,10775
O000791,2025-12-02,C0069,G005,Cash,16500
O000792,2025-01-08,C0062,G008,Transfer,36900
O000793,2025-08-30,C0075,G002,QRIS,125400
O000794,2025-01-30,C0031,G008,E-Wallet,51300
O000795,2025-06-03,C0036,G003,Cash,60450
O000796,2025-01-04,C0046,G001,QRIS,48300
O000797,2025-06-22,C0073,G007,Transfer,23450
O000798,2025-07-21,C0031,G004,Cash,37050
O000799,2025-06-27,C0029,G009,E-Wallet,91600
O000800,2025-07-20,C0020,G004,Transfer,57550
O000801,2025-04-10,C0051,G008,E-Wallet,9450
O000802,2025-09-15,C0045,G010,E-Wallet,79625
O000803,2025-05-17,C0085,G004,Transfer,61825
O000804,2025-07-30,C0091,G005,E-Wallet,5225
O000805,2025-01-19,C0065,G008,QRIS,4500
O000806,2025-07-09,C0009,G006,Transfer,112250
O000807,2025-10-12,C0077,G009,Cash,10500
O000808,2025-07-06,C0034,G001,E-Wallet,15500
O000809,2025-12-04,C0032,G006,E-Wallet,31050
O000810,2025-05-17,C0064,G003,E-Wallet,10450
O000811,2025-03-25,C0086,G005,E-Wallet,21000
O000812,2025-06-15,C0084,G001,Cash,132150
O000813,2025-07-13,C0031,G009,Transfer,57075
O000814,2025-04-03,C0057,G009,E-Wallet,57000
O000815,2025-12-23,C0076,G005,QRIS,93000
O000816,2025-11-28,C0058,G007,QRIS,136250
O000817,2025-04-30,C0081,G009,Cash,54900
O000818,2025-05-14,C0067,G005,Cash,62175
O000819,2025-08-03,C0043,G010,QRIS,31500
O000820,2025-09-25,C0040,G001,QRIS,106450
O000821,2025-09-13,C0070,G007,Cash,34050
O000822,2025-02-25,C0046,G010,E-Wallet,5000
O000823,2025-12-22,C0080,G002,QRIS,86850
O000824,2025-05-31,C0018,G005,QRIS,31650
O000825,2025-06-24,C0041,G003,Cash,13600
O000826,2025-05-17,C0033,G008,Cash,35150
O000827,2025-05-04,C0074,G006,QRIS,64350
O000828,2025-11-19,C0047,G006,Cash,34100
O000829,2025-04-29,C0060,G002,E-Wallet,43200
O000830,2025-01-16,C0057,G005,Transfer,92650
O000831,2025-02-19,C0046,G010,QRIS,90200
O000832,2025-06-22,C0094,G004,Transfer,25500
O000833,2025-06-04,C0086,G001,Transfer,86275
O000834,2025-02-04,C0015,G002,E-Wallet,63350
O000835,2025-07-22,C0044,G009,Cash,53075
O000836,2025-11-09,C0079,G008,QRIS,60850
O000837,2025-01-10,C0069,G010,Cash,50175
O000838,2025-03-21,C0042,G004,E-Wallet,167450
O000839,2025-12-10,C0051,G006,Cash,52550
O000840,2025-11-09,C0018,G008,QRIS,49050
O000841,2025-08-31,C0080,G008,Cash,41250
O000842,2025-11-11,C0099,G001,QRIS,154350
O000843,2025-04-03,C0087,G010,QRIS,56975
O000844,2025-07-13,C0054,G002,E-Wallet,39500
O000845,2025-01-13,C0047,G010,Cash,47575
O000846,2025-04-06,C0027,G007,QRIS,147275
O000847,2025-09-08,C0010,G009,E-Wallet,30075
O000848,2025-04-02,C0045,G006,E-Wallet,86850
O000849,2025-04-13,C0038,G009,E-Wallet,11400
O000850,2025-01-23,C0056,G009,Cash,16200
O000851,2025-08-11,C0070,G005,QRIS,97000
O000852,2025-12-30,C0029,G007,QRIS,4950
O000853,2025-09-11,C0098,G006,E-Wallet,22375
O000854,2025-11-29,C0022,G007,QRIS,118500
O000855,2025-07-18,C0028,G001,Transfer,148025
O000856,2025-06-24,C0049,G005,QRIS,60225
O000857,2025-11-09,C0014,G008,QRIS,83275
O000858,2025-06-02,C0062,G010,QRIS,118875
O000859,2025-02-12,C0054,G005,E-Wallet,104575
O000860,2025-12-20,C0099,G003,Transfer,78300
O000861,2025-02-11,C0061,G009,E-Wallet,76000
O000862,2025-10-29,C0055,G006,Transfer,48250
O000863,2025-05-05,C0079,G009,E-Wallet,19725
O000864,2025-06-15,C0100,G010,Cash,104100
O000865,2025-12-28,C0041,G010,E-Wallet,59900
O000866,2025-11-21,C0031,G010,Transfer,61975
O000867,2025-02-13,C0083,G004,Transfer,30150
O000868,2025-11-04,C0006,G004,Transfer,141325
O000869,2025-06-21,C0015,G008,E-Wallet,75100
O000870,2025-03-03,C0094,G006,Transfer,122400
O000871,2025-10-09,C0035,G002,E-Wallet,65775
O000872,2025-10-30,C0093,G003,E-Wallet,69825
O000873,2025-12-19,C0053,G008,Cash,108900
O000874,2025-12-09,C0028,G004,Cash,17000
O000875,2025-06-16,C0054,G003,Transfer,63300
O000876,2025-06-27,C0063,G010,Transfer,112250
O000877,2025-05-01,C0019,G008,Transfer,40500
O000878,2025-04-13,C0033,G007,Transfer,28500
O000879,2025-05-22,C0034,G008,Transfer,16500
O000880,2025-12-05,C0097,G009,E-Wallet,8500
O000881,2025-06-20,C0027,G006,Transfer,21600
O000882,2025-11-05,C0086,G005,QRIS,31625
O000883,2025-02-11,C0037,G005,Transfer,67425
O000884,2025-10-09,C0035,G006,QRIS,17500
O000885,2025-01-12,C0039,G010,E-Wallet,7500
O000886,2025-01-20,C0023,G003,Cash,39075
O000887,2025-02-19,C0087,G006,Transfer,125350
O000888,2025-04-05,C0095,G008,Transfer,12150
O000889,2025-11-25,C0020,G003,Transfer,76250
O000890,2025-08-30,C0032,G010,QRIS,56200
O000891,2025-04-27,C0044,G010,E-Wallet,109525
O000892,2025-06-04,C0045,G006,Cash,85900
O000893,2025-02-04,C0024,G001,Transfer,35350
O000894,2025-02-28,C0028,G006,Transfer,61750
O000895,2025-08-16,C0079,G010,QRIS,83800
O000896,2025-06-17,C0099,G009,Cash,36750
O000897,2025-11-12,C0034,G010,Cash,51000
O000898,2025-08-19,C0073,G001,Cash,24650
O000899,2025-12-03,C0038,G007,E-Wallet,110050
O000900,2025-11-27,C0092,G007,Transfer,143450
O000901,2025-02-21,C0098,G005,Transfer,89950
O000902,2025-11-03,C0084,G006,E-Wallet,28000
O000903,2025-12-03,C0055,G006,QRIS,28225
O000904,2025-01-05,C0043,G005,QRIS,61175
O000905,2025-07-14,C0053,G010,E-Wallet,123875
O000906,2025-01-28,C0011,G009,Transfer,53525
O000907,2025-05-11,C0061,G001,QRIS,44175
O000908,2025-06-26,C0071,G008,Transfer,89550
O000909,2025-07-17,C0055,G009,E-Wallet,57100
O000910,2025-04-01,C0100,G004,QRIS,13500
O000911,2025-04-23,C0016,G007,QRIS,68950
O000912,2025-10-19,C0017,G007,E-Wallet,22050
O000913,2025-03-25,C0044,G007,QRIS,18000
O000914,2025-11-02,C0056,G006,E-Wallet,124900
O000915,2025-11-14,C0052,G009,QRIS,93775
O000916,2025-07-27,C0096,G003,Cash,37200
O000917,2025-06-27,C0045,G001,Transfer,89000
O000918,2025-02-09,C0089,G010,Transfer,3500
O000919,2025-04-01,C0071,G007,Transfer,116650
O000920,2025-03-03,C0090,G005,Cash,39400
O000921,2025-10-28,C0030,G010,E-Wallet,8075
O000922,2025-06-13,C0081,G001,Cash,43000
O000923,2025-08-10,C0001,G009,Cash,54000
O000924,2025-10-23,C0038,G010,E-Wallet,28500
O000925,2025-03-18,C0077,G001,Transfer,59275
O000926,2025-12-24,C0038,G006,Cash,51950
O000927,2025-02-05,C0008,G004,Transfer,56300
O000928,2025-09-23,C0087,G005,QRIS,96000
O000929,2025-01-06,C0082,G001,QRIS,102200
O000930,2025-07-07,C0098,G001,Transfer,25525
O000931,2025-10-29,C0076,G008,Cash,71050
O000932,2025-11-01,C0066,G001,QRIS,49175
O000933,2025-11-26,C0097,G002,QRIS,33300
O000934,2025-09-12,C0031,G009,Cash,10925
O000935,2025-09-28,C0074,G002,QRIS,29625
O000936,2025-11-03,C0007,G001,E-Wallet,78775
O000937,2025-06-04,C0012,G005,Transfer,28325
O000938,2025-08-01,C0063,G006,Transfer,36150
O000939,2025-05-03,C0064,G003,Transfer,56900
O000940,2025-12-15,C0092,G008,QRIS,105550
O000941,2025-04-05,C0005,G007,E-Wallet,27400
O000942,2025-07-25,C0021,G001,E-Wallet,45500
O000943,2025-12-29,C0074,G001,Transfer,5500
O000944,2025-01-10,C0005,G008,QRIS,105050
O000945,2025-11-05,C0056,G007,E-Wallet,41000
O000946,2025-07-08,C0059,G002,E-Wallet,25000
O000947,2025-08-27,C0079,G008,Cash,113475
O000948,2025-02-19,C0097,G001,QRIS,125850
O000949,2025-03-30,C0033,G004,E-Wallet,15300
O000950,2025-07-11,C0005,G006,E-Wallet,40600
O000951,2025-05-11,C0024,G007,Cash,46650
O000952,2025-06-29,C0093,G001,Transfer,36675
O000953,2025-09-12,C0020,G008,QRIS,37525
O000954,2025-05-24,C0090,G006,E-Wallet,58225
O000955,2025-04-11,C0007,G007,Cash,5225
O000956,2025-02-04,C0015,G004,Cash,67000
O000957,2025-02-03,C0071,G002,Transfer,35675
O000958,2025-05-05,C0052,G008,Transfer,76600
O000959,2025-07-25,C0047,G007,QRIS,11000
O000960,2025-01-08,C0052,G009,Transfer,67525
O000961,2025-08-18,C0077,G003,Transfer,54900
O000962,2025-07-05,C0067,G005,E-Wallet,21850
O000963,2025-12-09,C0012,G006,QRIS,13500
O000964,2025-07-05,C0098,G010,QRIS,128400
O000965,2025-04-16,C0007,G004,Transfer,11400
O000966,2025-10-31,C0046,G004,E-Wallet,175825
O000967,2025-03-17,C0023,G006,Cash,70275
O000968,2025-02-12,C0012,G010,Transfer,21150
O000969,2025-08-04,C0020,G002,E-Wallet,64775
O000970,2025-01-15,C0067,G008,Cash,82550
O000971,2025-06-01,C0067,G001,QRIS,38350
O000972,2025-07-27,C0075,G006,E-Wallet,35000
O000973,2025-01-18,C0013,G005,Cash,6175
O000974,2025-06-04,C0023,G008,Transfer,6000
O000975,2025-10-22,C0079,G010,Transfer,105500
O000976,2025-07-17,C0075,G007,Cash,96900
O000977,2025-10-04,C0016,G009,QRIS,155850
O000978,2025-01-24,C0058,G001,Cash,95200
O000979,2025-09-22,C0097,G006,QRIS,168725
O000980,2025-12-14,C0083,G010,E-Wallet,26550
O000981,2025-04-10,C0055,G002,Cash,95025
O000982,2025-08-06,C0004,G010,QRIS,122550
O000983,2025-09-29,C0037,G005,Transfer,45225
O000984,2025-06-11,C0062,G006,QRIS,10925
O000985,2025-02-10,C0052,G010,Cash,15000
O000986,2025-04-21,C0010,G004,E-Wallet,124600
O000987,2025-03-27,C0051,G003,QRIS,87100
O000988,2025-09-23,C0079,G010,E-Wallet,83025
O000989,2025-02-13,C0073,G010,Transfer,47975
O000990,2025-06-02,C0072,G005,E-Wallet,22025
O000991,2025-01-21,C0054,G007,Cash,23275
O000992,2025-09-27,C0047,G002,Transfer,130500
O000993,2025-04-23,C0075,G010,E-Wallet,204175
O000994,2025-04-03,C0046,G003,E-Wallet,7325
O000995,2025-07-12,C0099,G002,E-Wallet,115100
O000996,2025-08-30,C0029,G003,Transfer,129150
O000997,2025-03-06,C0040,G001,E-Wallet,5700
O000998,2025-06-14,C0096,G008,QRIS,101950
O000999,2025-04-20,C0099,G010,E-Wallet,67825
O001000,2025-01-21,C0013,G007,QRIS,16200
O001001,2025-07-15,C0061,G010,QRIS,44000
O001002,2025-02-23,C0027,G002,QRIS,66025
O001003,2025-08-24,C0024,G005,QRIS,113050
O001004,2025-08-04,C0081,G002,Transfer,10000
O001005,2025-07-28,C0068,G004,Cash,9450
O001006,2025-12-03,C0037,G008,E-Wallet,44175
O001007,2025-01-14,C0074,G004,E-Wallet,42925
O001008,2025-06-10,C0021,G009,E-Wallet,37500
O001009,2025-11-25,C0037,G003,Cash,33500
O001010,2025-04-10,C0025,G010,Transfer,95500
O001011,2025-12-28,C0022,G010,Cash,175900
O001012,2025-12-20,C0041,G008,Cash,75075
O001013,2025-08-23,C0023,G006,Cash,129825
O001014,2025-09-24,C0052,G001,Transfer,38625
O001015,2025-05-02,C0097,G008,QRIS,23000
O001016,2025-08-15,C0078,G006,E-Wallet,71400
O001017,2025-12-30,C0035,G002,QRIS,19425
O001018,2025-12-23,C0076,G001,Cash,138350
O001019,2025-12-17,C0042,G008,QRIS,124450
O001020,2025-05-30,C0062,G009,Transfer,12000
O001021,2025-11-26,C0089,G006,Cash,22950
O001022,2025-10-12,C0070,G004,QRIS,76000
O001023,2025-11-24,C0056,G007,Cash,33100
O001024,2025-11-15,C0011,G005,E-Wallet,26900
O001025,2025-10-25,C0031,G010,E-Wallet,78375
O001026,2025-07-27,C0042,G001,Cash,67600
O001027,2025-08-17,C0098,G008,Cash,96950
O001028,2025-03-24,C0003,G002,Transfer,98250
O001029,2025-06-16,C0079,G009,Transfer,33625
O001030,2025-09-06,C0035,G003,QRIS,18800
O001031,2025-06-10,C0066,G001,Transfer,51000
O001032,2025-05-10,C0080,G003,Cash,12150
O001033,2025-03-30,C0054,G003,QRIS,159650
O001034,2025-01-18,C0010,G009,QRIS,133225
O001035,2025-05-08,C0053,G005,QRIS,17000
O001036,2025-04-05,C0005,G008,E-Wallet,30575
O001037,2025-09-01,C0022,G002,Transfer,34150
O001038,2025-11-06,C0098,G001,E-Wallet,72800
O001039,2025-08-22,C0097,G008,Transfer,13500
O001040,2025-05-03,C0013,G010,Transfer,107000
O001041,2025-05-03,C0012,G003,QRIS,34800
O001042,2025-05-26,C0089,G009,Cash,6750
O001043,2025-06-24,C0079,G002,QRIS,24750
O001044,2025-01-09,C0046,G001,Transfer,16500
O001045,2025-05-27,C0014,G007,E-Wallet,72050
O001046,2025-03-02,C0013,G002,Transfer,25500
O001047,2025-07-09,C0058,G003,QRIS,115275
O001048,2025-07-09,C0027,G009,E-Wallet,23150
O001049,2025-03-28,C0004,G003,Transfer,9450
O001050,2025-11-10,C0097,G001,Cash,11500
O001051,2025-08-31,C0034,G008,QRIS,15575
O001052,2025-04-19,C0097,G001,Cash,46675
O001053,2025-10-06,C0045,G010,E-Wallet,40000
O001054,2025-06-11,C0027,G004,Cash,142450
O001055,2025-09-20,C0025,G007,Transfer,175150
O001056,2025-01-02,C0051,G004,QRIS,101000
O001057,2025-02-20,C0039,G003,Transfer,5500
O001058,2025-05-14,C0093,G002,Cash,5400
O001059,2025-07-11,C0073,G007,Transfer,81450
O001060,2025-01-20,C0003,G009,Cash,53450
O001061,2025-10-17,C0033,G002,Transfer,69100
O001062,2025-12-13,C0084,G002,QRIS,69400
